201,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+
|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|
+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+
|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|
+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+
|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|
+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+
|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|
+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+
|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|
+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+
|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|
+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+
|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|
+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+
|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|
+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+
|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|
+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+
|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|
+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+
|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|
